Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,RUSSO PHASE 2 #2,100 Antares Dr,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.544732,-74.298019,2025-12-10,352386,2025-12-10 03:10:13 UTC,,,,2024-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UNIVERSE 1 HU ABB 2,1085 NJ-88,,Lakewood,NJ,08701,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.084546,-74.173728,2025-12-10,352451,2025-12-10 03:05:24 UTC,,,,2024-08-13,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UNIVERSE 1 HU ABB 1,1085 NJ-88,,Lakewood,NJ,08701,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.084542,-74.173766,2025-12-10,352452,2025-12-10 03:05:24 UTC,,,,2024-08-13,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SHELL UNIVERSITY SHEL,127 Easton Avenue,Station is in the front of the building,New Brunswick,NJ,08901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.499371,-74.452267,2025-12-10,352675,2025-12-10 03:14:14 UTC,,,,2024-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Northern Highlands Regional High School,298 Hillside Ave,,Allendale,NJ,74010,,833-611-5965,E,,Public,24 hours daily,,,,,,,4,,VIALYNK,https://www.lynkwell.com,GPS,41.03491,-74.1431,2025-12-10,352946,2025-12-10 06:05:17 UTC,,,,2024-08-16,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CIOCCA CADILLAC CIOCCA CADILLAC,340 Albany Ave,"Located outside, east side of vehicle showroom. The Chargers are available for use during business hours: 8:30 am - 7:00 pm Weekdays: 8:30 am - 5:00 pm Weekends. Closed Sundays.",Atlantic City,NJ,08401,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,39.355191,-74.458671,2025-12-10,353081,2025-12-10 03:12:55 UTC,,,,2024-08-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mahwah Ford,55 Franklin Turnpike,,Mahwah,NJ,07430,,888-717-4544,E,,Public,24 hours daily,,,,,,6,6,,CHARGESMART_EV,https://chargesmartev.com,GPS,41.104009,-74.146425,2025-12-10,353126,2025-12-10 06:10:49 UTC,,,,2024-08-20,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RI OEAN STATION 2,1613 NJ-35,,Ocean Township,NJ,07755,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.254142,-74.038612,2025-12-10,353452,2025-12-10 03:09:55 UTC,,,,2024-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RI OEAN STATION 1,1615 New Jersey 35,,Ocean Township,NJ,07712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.254054,-74.038558,2025-12-10,353453,2025-12-10 03:09:55 UTC,,,,2024-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,535 NJ-70,,Brick Township,NJ,08723,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.056372,-74.15166,2024-09-12,353784,2025-05-06 21:07:47 UTC,P,,,2024-07-29,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.30 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Grand Resort Hotel - Tesla Supercharger,915 NJ-73,,Mt. Laurel,NJ,08054,,877-798-3752,E,,Public,24 hours daily; guests only,A D Debit M V,,,,,,40,,Tesla,https://www.tesla.com/supercharger,GPS,39.933492,-74.963232,2024-09-12,353824,2025-05-06 21:07:47 UTC,P,,,2024-07-19,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,$0.33 per kWh,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Clinton Station Diner - Tesla Supercharger,2 Bank St,,Clinton,NJ,08809,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.633853,-74.937703,2024-09-12,353829,2025-05-06 21:07:47 UTC,P,,,2024-07-23,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.31 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,THOM JEFFERSON WT-5,435 Hurffville - Cross Keys Road,,Washington Township,NJ,08080,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.735817,-75.06707,2025-12-10,353952,2025-12-10 03:13:08 UTC,,,,2024-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THOM JEFFERSON WT-1,435 Hurffville - Cross Keys Road,,Washington Township,NJ,08080,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.73579,-75.06702,2025-12-10,353956,2025-12-10 03:13:24 UTC,,,,2024-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THOM JEFFERSON WT-2,435 Hurffville - Cross Keys Road,,Washington Township,NJ,08080,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.735786,-75.06703,2025-12-10,354037,2025-12-10 03:13:52 UTC,,,,2024-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THOM JEFFERSON WT-4,435 Hurffville - Cross Keys Road,,Washington Township,NJ,08080,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.73585,-75.06711,2025-12-10,354045,2025-12-10 03:14:10 UTC,,,,2024-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LAZ Parking - 52 Headquarters Plaza Garage,52 Headquarters Plaza,,Morristown,NJ,07960,,855-223-5351,E,,Public,Mon: 6:00am-12:00am; Tue: 6:00am-12:00am; Wed: 6:00am-12:00am; Thu: 6:00am-12:00am; Fri: 6:00am-12:00am; Sat: 6:00am-12:00am; Sun: 6:00am-12:00am,A D M V,,,,,16,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,40.800186555837534,-74.48149980045856,2025-12-10,354654,2025-12-10 04:44:58 UTC,,,,2024-08-30,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wawa - Tesla Supercharger,2500 US-9,,Ocean View,NJ,08230,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,39.177074,-74.732451,2024-09-12,355057,2025-05-06 21:07:47 UTC,P,,,2024-09-03,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.41 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Quality Auto Mall,55 NJ-17,,Rutherford,NJ,07070,,888-717-4544,E,,Public,24 hours daily,,,,,,4,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,40.821369,-74.099723,2025-12-10,355244,2025-12-10 06:10:41 UTC,,,,2024-09-10,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1915 Route 46,1915 Rte 46,,Parsippany,NJ,07054,,833-611-5965,E,,Public,24 hours daily,,,,,,2,,,VIALYNK,https://www.lynkwell.com,GPS,40.8677,-74.4144,2025-12-10,355544,2025-12-10 06:05:22 UTC,,,,2024-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Starbucks - Tesla Supercharger,419 Market St,,Saddle Brook,NJ,07663,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.897189,-74.097451,2024-12-10,355556,2025-05-06 21:07:47 UTC,P,,,2024-09-12,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$0.46 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,AD SUTTON WHSE EV CHARGER 2,55 School Ave,,Franklin Township,NJ,08873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.483378,-74.486882,2025-12-10,355713,2025-12-10 03:15:40 UTC,,,,2024-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AD SUTTON WHSE EV CHARGER 3,55 School Ave,,Franklin Township,NJ,08873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.48421,-74.487,2025-12-10,355714,2025-12-10 03:15:40 UTC,,,,2024-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AD SUTTON WHSE EV CHARGER 4,55 School Avenue,,Franklin Township,NJ,08873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.483388,-74.486985,2025-12-10,355715,2025-12-10 03:15:41 UTC,,,,2024-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AD SUTTON WHSE EV CHARGER 1,55 School Avenue,,Franklin Township,NJ,08873,,888-758-4389,E,,Public,Mon: 7:00am-8:00am; Tue: 7:00am-8:00am; Wed: 7:00am-8:00am; Thu: 7:00am-8:00am; Fri: 7:00am-8:00am,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.483378,-74.486975,2025-12-10,355716,2025-12-10 03:15:41 UTC,,,,2024-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Simon Gloucester Premium Outlets (Blackwood, NJ)",100 Premium Outlets Dr,,Blackwood,NJ,08012,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,39.78357,-75.05113,2025-12-10,355721,2025-12-10 04:22:25 UTC,,,,2024-09-14,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Unity Bank,64 Old Hwy 22,,Clinton,NJ,08809,,833-611-5965,E,,Public,24 hours daily,,,,,,,4,,VIALYNK,https://www.lynkwell.com,GPS,40.63735,-74.90231,2025-12-10,355739,2025-12-10 06:05:23 UTC,,,,2024-09-14,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UAL EMPLOYEE 737 LOT STN 1,1 International Way,UAL EMPLOYEE LOT - RESTRICTED ACCESS - EMPLOYEES ONLY,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.704438,-74.185633,2025-12-10,355827,2025-12-10 01:10:55 UTC,,,,2024-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KEAN EAST CAMPUS #2,215 North Ave Lower Lot,,Hillside,NJ,07205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.680681,-74.223728,2025-12-10,355852,2025-12-10 03:16:02 UTC,,,,2024-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KEAN EAST CAMPUS #1,215 North Ave. Lower Lot,,Hillside,NJ,07205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.680713,-74.223631,2025-12-10,355853,2025-12-10 03:16:03 UTC,,,,2024-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KEAN EAST CAMPUS #3,215 North Ave Lower Lot,,Hillside,NJ,07205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.680641,-74.22382,2025-12-10,355854,2025-12-10 03:16:03 UTC,,,,2024-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Dunkin' Donuts - Tesla Supercharger,12 Green Pond Rd,,Rockaway,NJ,07866,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.910881,-74.501432,2024-10-11,356065,2025-05-06 21:07:47 UTC,P,,,2024-09-17,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.32 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Gentilini Ford - Level 2,555 John S Penn Boulevard,,Woodbine,NJ,08270,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,39.2236531,-74.7853045,2025-12-10,356133,2025-12-10 00:50:21 UTC,,,,2024-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ramsey Chrysler Jeep,69 Spring Street,,Ramsey,NJ,07446,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,41.07609,-74.14148,2025-12-10,356134,2025-12-10 00:26:30 UTC,,,,2023-05-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Gentilini Ford - DCFC,555 John S Penn Boulevard,,Woodbine,NJ,08270,,888-998-2546,E,,Public,24 hours daily,,,,,,,4,,Blink Network,https://blinkcharging.com,GPS,39.2236531,-74.7853045,2025-12-10,356136,2025-12-10 00:53:33 UTC,,,,2024-09-21,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Jetsonian Partners,305 Rio Grande Avenue,,Wildwood,NJ,08260,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.98112,-74.820978,2025-12-10,356231,2025-12-10 00:13:22 UTC,,,,2022-07-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MONTVALE MB II STATION 2,200 Market St,,Montvale,NJ,07645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.051033,-74.063027,2025-12-10,356341,2025-12-10 02:04:42 UTC,,,,2024-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MONTVALE MB II STATION 1,200 Market St,,Montvale,NJ,07645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.051216,-74.06381,2025-12-10,356342,2025-12-10 02:04:42 UTC,,,,2024-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MDA II PHILLIPS STATION 4,34 Philips Pkwy,,Montvale,NJ,07645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.049766,-74.056994,2025-12-10,356343,2025-12-10 02:52:15 UTC,,,,2024-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Tower Lenox CPU LLC,500 Central Avenue,,Union City,NJ,07087,,888-998-2546,E,,Public,24 hours daily,,,,,,18,,,Blink Network,https://blinkcharging.com,GPS,40.75633331062273,-74.04275300347432,2025-12-10,356386,2025-12-10 00:31:15 UTC,,,,2024-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Benjamin - Parking Lot,1 Franklin Ave,,Ridgewood,NJ,07450,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,6,,,EVOKE,https://evokesystems.com,GPS,40.981522,-74.11927,2025-09-12,356871,2025-09-12 21:22:13 UTC,P,,,2023-08-16,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2.50 per session; $0.35 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Eclipse Specialty & Emergency Pet Care - Rear Parking Lot,1 Papermill Dr,,Hanover,NJ,07981,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.830188,-74.430882,2025-09-12,356872,2025-09-12 21:22:13 UTC,P,,,2024-03-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$2.50 per session; $0.30 per kWh; $5 per hour idle fee,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,1 Spring St - Garage 4th Floor,1 Spring St,,New Brunswick,NJ,08901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,5,,,EVOKE,https://evokesystems.com,GPS,40.495121,-74.444878,2025-09-12,356873,2025-09-12 21:22:13 UTC,P,,,2023-05-22,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2 per session; $0.24 per kWh; $10 per hour idle fee,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Overlook Medical - OMC Garage,11 Overlook Rd,,Summit,NJ,07901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,16,,,EVOKE,https://evokesystems.com,GPS,40.711924,-74.354656,2025-09-12,356893,2025-09-12 21:22:13 UTC,P,,,2021-06-07,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.75 per session; $0.40 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Overlook Phase 2 - Garage D,11 Overlook Rd,,Summit,NJ,07901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,8,,,EVOKE,https://evokesystems.com,GPS,40.713118,-74.352386,2025-09-12,356894,2025-09-12 21:22:13 UTC,P,,,2024-05-02,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.75 per session; $0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,115 Tabor Road - Parking Lot,115 Tabor Rd,,Morris Plains,NJ,07950,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,15,,,EVOKE,https://evokesystems.com,GPS,40.83934,-74.47696,2025-09-12,356908,2025-09-12 21:22:13 UTC,P,,,2022-11-11,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.40 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Hackensack Market - Parking Lot,120 Passaic St,,Hackensack,NJ,07601,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.892611,-74.044249,2025-09-12,356912,2025-09-12 21:22:13 UTC,P,,,2024-07-02,,,,,J1772,US,,,,Public,,public,,,RETAIL,,,,,,,$0.35 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The Aspire - Garage 2nd Floor,135 Somerset St,,New Brunswick,NJ,08901,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,5,,,EVOKE,https://evokesystems.com,GPS,40.497168,-74.449174,2025-09-12,356921,2025-09-12 21:22:13 UTC,P,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$2 per session; $0.24 per kWh; $10 per hour idle fee,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The Arbol - Garage - Ground Floor,227 Orange St,,Newark,NJ,07103,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.7483259,-74.1785377,2025-09-12,356963,2025-09-12 21:22:13 UTC,P,,,2024-05-17,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,One Hudson Park Condo - Parking Lot,235 Old River Rd,,Edgewater,NJ,07020,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,GPS,40.808576,-73.990631,2025-09-12,356968,2025-09-12 21:22:13 UTC,P,,,2023-04-05,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$1 per session; $0.30 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,299 AHS Lab - Parking Lot,299 Madison Ave,,Morristown,NJ,07960,,,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,8,,,EVOKE,https://evokesystems.com,GPS,40.784115,-74.453021,2025-09-12,356985,2025-09-12 21:22:13 UTC,P,,,2023-11-30,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.75 initiation fee; $0.40 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,315 15th St - Garage,315 15th St,,Jersey City,NJ,07310,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,7,,,EVOKE,https://evokesystems.com,GPS,40.732825,-74.046194,2025-09-12,356993,2025-09-12 21:22:13 UTC,P,,,2022-07-23,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,$0.49 per kWh; $3 per hour idle fee,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Gil-Bar Berkeley Heights - Parking Lot,321 Snyder Ave,,Berkeley Heights,NJ,07922,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,GPS,40.681007,-74.431642,2025-09-12,356998,2025-09-12 21:22:13 UTC,P,,,2023-08-04,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Gil-Bar Berkeley Heights - Parking Lot DCFC,321 Snyder Ave,,Berkeley Heights,NJ,07922,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,,1,,EVOKE,https://evokesystems.com,GPS,40.680972,-74.431455,2025-09-12,356999,2025-09-12 21:22:13 UTC,P,,,2023-08-04,,,,,J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Goldberg Realty Main OFFICE_BLDG - Parking Lot,33 Clinton Rd,,West Caldwell,NJ,07006,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,200-8,40.85152,-74.29334,2025-09-12,357003,2025-09-12 21:22:13 UTC,P,,,2023-07-19,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh; $2 per hour idle fee,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,The NoMa - NOMA Garage,45 N Maple Ave,,Ridgewood,NJ,07450,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,4,,,EVOKE,https://evokesystems.com,GPS,40.97945,-74.11256,2025-09-12,357039,2025-09-12 21:22:13 UTC,P,,,2022-12-07,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,50 Chestnut Ridge,50 Chestnut Ridge,,Montvale,NJ,07645,,,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,12,,,EVOKE,https://evokesystems.com,GPS,41.051337,-74.071661,2025-09-12,357044,2025-09-12 21:22:13 UTC,P,,,2024-11-12,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.35 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Central Medical Supply - Parking Lot,52 E Centre St,,Nutley,NJ,07110,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,,,,2,,,EVOKE,https://evokesystems.com,GPS,40.808754,-74.142575,2025-09-12,357052,2025-09-12 21:22:13 UTC,P,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,true,
